REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Distributive trade,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Energy,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,3.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,3.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Manufacturing,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,2.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,2.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,1.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,2.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,2.0
2016,Newfoundland and Labrador,Women,Total all corporations,Construction,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,4.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,3.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,3.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,2.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,3.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,3.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Other industry,2.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Women,Total all corporations,Unclassified industry,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,6.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,1.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,1.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,2.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,2.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Finance,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,7.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,7.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,3.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
2016,Newfoundland and Labrador,Men,Total all corporations,Utilities,0.0
